SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Geothlypis tolmiei x philadelphia,MacGillivray's x Mourning Warbler (hybrid),x00699,hybrid,32903.0,MOWA MGWA MAWA,GETO GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oporornis/Geothlypis sp. (Mourning-type),Connecticut/MacGillivray's/Mourning Warbler,oporor1,slash,32904.0,,,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis tolmiei/philadelphia,MacGillivray's/Mourning Warbler,y00628,slash,32905.0,MOWA MGWA MAWA,GETO GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis formosa,Kentucky Warbler,kenwar,species,32906.0,,GEFO,KEWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis philadelphia x formosa,Mourning x Kentucky Warbler (hybrid),x00747,hybrid,32907.0,MOWA KEWA,GEFO GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,species,32908.0,,GESE,OCYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis semiflava bairdi,Olive-crowned Yellowthroat (Baird's),olcyel2,issf,32909.0,OCY OCYE,GESE,,Passeriformes,New World Warblers,Parulidae,olcyel1,,,paruli1
Geothlypis semiflava chiriquensis,Olive-crowned Yellowthroat (Chiriqui),masyel3,issf,32910.0,OCYE CHYE,GESE,,Passeriformes,New World Warblers,Parulidae,olcyel1,,,paruli1
Geothlypis semiflava semiflava,Olive-crowned Yellowthroat (Olive-crowned),olcyel3,issf,32911.0,OCYE OCY,GESE,,Passeriformes,New World Warblers,Parulidae,olcyel1,,,paruli1
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,species,32912.0,,GESP,BPYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis beldingi,Belding's Yellowthroat,belyel1,species,32913.0,,GEBE,BEYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,species,32916.0,,GERO,BAYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,species,32920.0,,GEFL,ALYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis trichas,Common Yellowthroat,comyel,species,32921.0,,GETR,COYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis trichas [arizela Group],Common Yellowthroat (arizela Group),comyel1,issf,32922.0,CY COYE,GETR,,Passeriformes,New World Warblers,Parulidae,comyel,,,paruli1
Geothlypis trichas [melanops Group],Common Yellowthroat (melanops Group),comyel2,issf,32926.0,CY COYE,GETR,,Passeriformes,New World Warblers,Parulidae,comyel,,,paruli1
Geothlypis trichas [trichas Group],Common Yellowthroat (trichas Group),comyel3,issf,32932.0,CY COYE,GETR,,Passeriformes,New World Warblers,Parulidae,comyel,,,paruli1
Geothlypis trichas insperata,Common Yellowthroat (insperata),comyel5,issf,32936.0,CY COYE,GETR,,Passeriformes,New World Warblers,Parulidae,comyel,,,paruli1
Geothlypis trichas chapalensis,Common Yellowthroat (chapalensis),comyel4,issf,32937.0,CY COYE,GETR,,Passeriformes,New World Warblers,Parulidae,comyel,,,paruli1
Geothlypis poliocephala x trichas,Gray-crowned x Common Yellowthroat (hybrid),x00748,hybrid,32938.0,GCYE COYE,GEPO GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis philadelphia x trichas,Mourning Warbler x Common Yellowthroat (hybrid),x00749,hybrid,32939.0,MOWA COYE,GETR GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis tolmiei x trichas,MacGillivray's Warbler x Common Yellowthroat (hybrid),x00700,hybrid,32940.0,MGWA MAWA COYE,GETO GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,species,32941.0,,GENE,HOYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis sp. (yellowthroat sp.),yellowthroat sp.,yellow7,spuh,32944.0,,,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Catharopeza bishopi,Whistling Warbler,whiwar1,species,32945.0,WHWA,CABI,WHIW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga plumbea,Plumbeous Warbler,pluwar1,species,32946.0,PLWA,SEPL,PLUW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga angelae,Elfin-woods Warbler,elwwar1,species,32947.0,,SEAN,EWWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pharetra,Arrowhead Warbler,arrwar1,species,32948.0,ARWA,SEPH,ARRW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga citrina,Hooded Warbler,hoowar,species,32949.0,,SECI,HOWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla,American Redstart,amered,species,32950.0,,SERU,AMRE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga kirtlandii,Kirtland's Warbler,kirwar,species,32951.0,,SEKI,KIWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga tigrina,Cape May Warbler,camwar,species,32952.0,,SETI,CMWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea,Cerulean Warbler,cerwar,species,32953.0,CEWA,SECE,CERW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora cyanoptera x Setophaga cerulea,Blue-winged x Cerulean Warbler (hybrid),x00480,hybrid,32954.0,CERW BWWA CEWA,VECY SECE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana,Northern Parula,norpar,species,32955.0,,SEAM,NOPA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x americana,American Redstart x Northern Parula (hybrid),x00750,hybrid,32956.0,AMRE NOPA,SEAM SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea x americana,Cerulean Warbler x Northern Parula (hybrid),x00711,hybrid,32957.0,CERW NOPA CEWA,SEAM SECE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pitiayumi,Tropical Parula,tropar,species,32958.0,,SEPI,TRPA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pitiayumi nigrilora,Tropical Parula (Northeast Mexico),tropar1,issf,32959.0,TRPA TP,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi pulchra,Tropical Parula (West Mexico),tropar2,issf,32960.0,TRPA TP,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi insularis,Tropical Parula (Tres Marias Is.),tropar3,issf,32961.0,TRPA TP,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi graysoni,Tropical Parula (Socorro I.),tropar4,issf,32962.0,TP TRPA,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi inornata,Tropical Parula (Middle American),tropar5,issf,32963.0,TP TRPA,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi cirrha,Tropical Parula (Coiba I.),tropar7,issf,32964.0,TRPA TP,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga pitiayumi [pitiayumi Group],Tropical Parula (South American),tropar9,issf,32965.0,TP TRPA,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar,,,paruli1
Setophaga americana x pitiayumi,Northern x Tropical Parula (hybrid),x00203,hybrid,32969.0,TRPA NOPA,SEAM SEPI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana/pitiayumi,Northern/Tropical Parula,y00827,slash,32970.0,TRPA NOPA,SEAM SEPI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia,Magnolia Warbler,magwar,species,32971.0,,SEMA,MAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis ruficapilla x Setophaga magnolia,Nashville x Magnolia Warbler (hybrid),x00820,hybrid,32972.0,NAWA MAWA,SEMA LERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea,Bay-breasted Warbler,babwar,species,32973.0,,SECA,BBWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga fusca,Blackburnian Warbler,bkbwar,species,32974.0,BLWA,SEFU,BLBW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea x fusca,Bay-breasted x Blackburnian Warbler (hybrid),x00821,hybrid,32975.0,BLBW BBWA BLWA,SECA SEFU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga petechia,Yellow Warbler,yelwar,species,32976.0,AYWA,SEPE,YEWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga petechia [aestiva Group],Yellow Warbler (Northern),yelwar1,issf,32977.0,AYWA YEWA,SEPE,,Passeriformes,New World Warblers,Parulidae,yelwar,,,paruli1
Setophaga petechia [erithachorides Group],Yellow Warbler (Mangrove),maywar1,issf,32984.0,AYWA MW YEWA,SEPE,MANW,Passeriformes,New World Warblers,Parulidae,yelwar,,,paruli1
Setophaga petechia aureola,Yellow Warbler (Galapagos),yelwar3,issf,32996.0,AYWA MW YEWA,SEPE,,Passeriformes,New World Warblers,Parulidae,yelwar,,,paruli1
Setophaga petechia [petechia Group],Yellow Warbler (Golden),yelwar2,issf,32997.0,AYWA MW YEWA,SEPE,,Passeriformes,New World Warblers,Parulidae,yelwar,,,paruli1
Setophaga petechia [erithachorides Group x petechia Group],Yellow Warbler (Mangrove x Golden),yelwar4,intergrade,33014.0,AYWA YEWA,SEPE,,Passeriformes,New World Warblers,Parulidae,yelwar,,,paruli1
Geothlypis trichas x Setophaga petechia,Common Yellowthroat x Yellow Warbler (hybrid),x00701,hybrid,33015.0,AYWA COYE YEWA,SEPE GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga citrina x petechia,Hooded x Yellow Warbler (hybrid),x00822,hybrid,33016.0,HOWA AYWA YEWA,SEPE SECI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x petechia,American Redstart x Yellow Warbler (hybrid),x00481,hybrid,33017.0,AYWA AMRE YEWA,SEPE SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,species,33018.0,,SEPE,CSWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x pensylvanica,Magnolia x Chestnut-sided Warbler (hybrid),x00772,hybrid,33019.0,MAWA CSWA,SEMA SEPE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga striata,Blackpoll Warbler,bkpwar,species,33020.0,BLWA,SEST,BLPW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea x striata,Bay-breasted x Blackpoll Warbler (hybrid),x00894,hybrid,33021.0,BBWA BLPW BLWA,SEST SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea/striata,Bay-breasted/Blackpoll Warbler,y00627,slash,33022.0,BBWA BLPW BLWA,SEST SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,species,33023.0,,SECA,BTBW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea x caerulescens,Cerulean x Black-throated Blue Warbler (hybrid),x00482,hybrid,33026.0,BTBW CERW CEWA,SECA SECE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x caerulescens,Magnolia x Black-throated Blue Warbler (hybrid),x00978,hybrid,33027.0,BTBW MAWA,SEMA SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pensylvanica x caerulescens,Chestnut-sided x Black-throated Blue Warbler (hybrid),x00483,hybrid,33028.0,BTBW CSWA,SEPE SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga palmarum,Palm Warbler,palwar,species,33029.0,,SEPA,PAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga palmarum palmarum,Palm Warbler (Western),palwar3,issf,33030.0,PAWA PW,SEPA,WPWA,Passeriformes,New World Warblers,Parulidae,palwar,,,paruli1
Setophaga palmarum hypochrysea,Palm Warbler (Yellow),palwar4,issf,33031.0,PAWA PW,SEPA,YPWA,Passeriformes,New World Warblers,Parulidae,palwar,,,paruli1
Setophaga magnolia x palmarum,Magnolia x Palm Warbler (hybrid),x00979,hybrid,33032.0,MAWA PAWA,SEMA SEPA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pityophila,Olive-capped Warbler,olcwar1,species,33033.0,OCWA,SEPI,OCAW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pinus,Pine Warbler,pinwar,species,33034.0,,SEPI,PIWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Junco hyemalis/Setophaga pinus,Dark-eyed Junco/Pine Warbler,y00433,slash,33039.0,PIWA DEJU,SEPI JUHY,,Passeriformes,,,,,,
Setophaga coronata,Yellow-rumped Warbler,yerwar,species,33040.0,MYWA,SECO,YRWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata coronata,Yellow-rumped Warbler (Myrtle),myrwar,issf,33041.0,YRWA MYWA,SECO,MYWA,Passeriformes,New World Warblers,Parulidae,yerwar,,,paruli1
Setophaga coronata auduboni,Yellow-rumped Warbler (Audubon's),audwar,issf,33042.0,AW MYWA YRWA,SECO,AUWA,Passeriformes,New World Warblers,Parulidae,yerwar,,,paruli1
Setophaga coronata coronata x auduboni,Yellow-rumped Warbler (Myrtle x Audubon's),yerwar3,intergrade,33043.0,YRWA MYWA,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar,,,paruli1
Setophaga coronata nigrifrons,Yellow-rumped Warbler (West Mexico),yerwar1,issf,33044.0,AW MYWA YRWA,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar,,,paruli1
Setophaga coronata goldmani,Yellow-rumped Warbler (Goldman's),yerwar2,issf,33045.0,YRWA MYWA GOWA,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar,,,paruli1
Setophaga tigrina x coronata,Cape May x Yellow-rumped Warbler (hybrid),x00980,hybrid,33046.0,MYWA YRWA CMWA,SECO SETI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x coronata,Magnolia x Yellow-rumped Warbler (hybrid),x00773,hybrid,33047.0,MAWA YRWA MYWA,SEMA SECO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga palmarum x coronata,Palm x Yellow-rumped Warbler (hybrid),x00461,hybrid,33048.0,PAWA YRWA MYWA,SECO SEPA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga dominica,Yellow-throated Warbler,yetwar,species,33049.0,,SEDO,YTWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga dominica albilora,Yellow-throated Warbler (albilora),yetwar1,issf,33050.0,YTWA YTW,SEDO,,Passeriformes,New World Warblers,Parulidae,yetwar,,,paruli1
Setophaga dominica dominica/stoddardi,Yellow-throated Warbler (dominica/stoddardi),yetwar2,issf,33051.0,YTWA YTW,SEDO,,Passeriformes,New World Warblers,Parulidae,yetwar,,,paruli1
Setophaga americana x dominica,Northern Parula x Yellow-throated Warbler (hybrid),sutwar,hybrid,33054.0,YTWA NOPA,SEAM SEDO,SUWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x dominica,Yellow-rumped x Yellow-throated Warbler (hybrid),x00937,hybrid,33055.0,YTWA MYWA YRWA,SECO SEDO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga flavescens,Bahama Warbler,yetwar3,species,33056.0,BAWA,SEFL,BAHW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga vitellina,Vitelline Warbler,vitwar1,species,33057.0,VIWA,SEVI,VITW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga discolor,Prairie Warbler,prawar,species,33061.0,PRWA,SEDI,PRAW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora cyanoptera x Setophaga discolor,Blue-winged x Prairie Warbler (hybrid),x00719,hybrid,33064.0,BWWA PRAW PRWA,VECY SEDI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga petechia x discolor,Yellow x Prairie Warbler (hybrid),x00866,hybrid,33065.0,PRWA AYWA PRAW YEWA,SEDI SEPE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga adelaidae,Adelaide's Warbler,adewar1,species,33066.0,,SEAD,ADWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga subita,Barbuda Warbler,barwar,species,33067.0,BAWA,SESU,BARW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga delicata,St. Lucia Warbler,stlwar,species,33068.0,,SEDE,SLWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga graciae,Grace's Warbler,grawar,species,33069.0,,SEGR,GRWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x graciae,Yellow-rumped x Grace's Warbler (hybrid),x00484,hybrid,33074.0,GRWA MYWA YRWA,SECO SEGR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens,Black-throated Gray Warbler,btywar,species,33075.0,BTGW,SENI,BTYW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x nigrescens,Yellow-rumped x Black-throated Gray Warbler (hybrid),x00895,hybrid,33078.0,YRWA MYWA BTGW BTYW,SECO SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga graciae x nigrescens,Grace's x Black-throated Gray Warbler (hybrid),x00639,hybrid,33079.0,GRWA BTGW BTYW,SENI SEGR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi,Townsend's Warbler,towwar,species,33080.0,,SETO,TOWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x townsendi,Yellow-rumped x Townsend's Warbler (hybrid),x00624,hybrid,33081.0,YRWA TOWA MYWA,SECO SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens x townsendi,Black-throated Gray x Townsend's Warbler (hybrid),x00867,hybrid,33082.0,BTGW TOWA BTYW,SENI SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens/townsendi,Black-throated Gray/Townsend's Warbler,y01014,slash,33083.0,BTGW TOWA BTYW,SENI SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga occidentalis,Hermit Warbler,herwar,species,33084.0,,SEOC,HEWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid),x00059,hybrid,33085.0,TOWA HEWA,SEOC SETO,THWH,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens x occidentalis,Black-throated Gray x Hermit Warbler (hybrid),x00485,hybrid,33086.0,BTGW HEWA BTYW,SEOC SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens/occidentalis,Black-throated Gray/Hermit Warbler,y00605,slash,33087.0,BTGW HEWA BTYW,SEOC SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi/occidentalis,Townsend's/Hermit Warbler,y00645,slash,33088.0,HEWA TOWA,SEOC SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,species,33089.0,,SECH,GCWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga virens,Black-throated Green Warbler,btnwar,species,33090.0,BTGW,SEVI,BTNW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x virens,Yellow-rumped x Black-throated Green Warbler (hybrid),x00486,hybrid,33091.0,MYWA YRWA BTNW BTGW,SECO SEVI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi x virens,Townsend's x Black-throated Green Warbler (hybrid),x00664,hybrid,33092.0,BTNW BTGW TOWA,SETO SEVI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga sp.,Setophaga sp.,dendro3,spuh,33093.0,,,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,species,33094.0,MFTW,BALA,FTWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus rufifrons,Rufous-capped Warbler,rucwar,species,33095.0,,BARU,RCWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus rufifrons [rufifrons Group],Rufous-capped Warbler (rufifrons Group),rucwar2,issf,33096.0,RCWA RCW,BARU,,Passeriformes,New World Warblers,Parulidae,rucwar,,,paruli1
Basileuterus rufifrons salvini,Rufous-capped Warbler (salvini),rucwar3,issf,33101.0,RCWA RCW,BARU,,Passeriformes,New World Warblers,Parulidae,rucwar,,,paruli1
Geothlypis trichas x Basileuterus rufifrons,Common Yellowthroat x Rufous-capped Warbler (hybrid),x00751,hybrid,33102.0,RCWA COYE,BARU GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus delattrii,Chestnut-capped Warbler,rucwar4,species,33103.0,CCWA RCW,BADE,CCAW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus rufifrons/delattrii,Rufous-capped/Chestnut-capped Warbler,y00434,slash,33107.0,CCAW CCWA RCWA RCW,BARU BADE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,species,33108.0,,BAME,BCWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus ignotus,Pirre Warbler,pirwar1,species,33112.0,PIWA,BAIG,PIRW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus belli,Golden-browed Warbler,gobwar1,species,33113.0,,BABE,GBWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus culicivorus,Golden-crowned Warbler,gcrwar,species,33119.0,GCWS GCWA,BACU,GCRW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus culicivorus [culicivorus Group],Golden-crowned Warbler (Stripe-crowned),gocwar1,issf,33120.0,GCRW GCWS GCW GCWA,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar,,,paruli1
Basileuterus culicivorus [cabanisi Group],Golden-crowned Warbler (Cabanis's),gocwar3,issf,33125.0,GCRW GCWS GCW GCWA,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar,,,paruli1
Basileuterus culicivorus [auricapilla Group],Golden-crowned Warbler (Golden-crowned),gocwar2,issf,33130.0,GCRW GCWS GCW GCWA,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar,,,paruli1
Basileuterus culicivorus hypoleucus,Golden-crowned Warbler (White-bellied),whbwar1,issf,33136.0,GCRW GCWS GCW GCWA,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar,,,paruli1
Basileuterus melanotis,Costa Rican Warbler,thswar5,species,33137.0,TSW BEWA,BAME,CRWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus tacarcunae,Tacarcuna Warbler,thswar9,species,33138.0,TSW,BATA,TAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus tristriatus,Three-striped Warbler,thswar1,species,33139.0,TSW TSWA,BATR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus tristriatus sanlucasensis,Three-striped Warbler (San Lucas),thswar3,issf,33140.0,TSW TSWA,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1,,,paruli1
